Case ID;Activity;Start Date;End Date;Agent Position;Customer ID;Product;Service Type;Resource
Case 1417;Call Outbound;15.3.10 10:43;15.3.10 10:43;FL;Customer 1190;MacBook Pro;Product Assistance;Henk
Case 1417;Call Outbound;19.3.10 11:39;19.3.10 11:42;FL;Customer 1190;MacBook Pro;Product Assistance;Henk
Case 1417;Call Outbound;19.3.10 11:42;19.3.10 11:45;FL;Customer 1190;MacBook Pro;Product Assistance;Henk
Case 1417;Call Outbound;19.3.10 11:46;19.3.10 11:46;FL;Customer 1190;MacBook Pro;Product Assistance;Henk
Case 1420;Call Outbound;19.3.10 17:13;19.3.10 17:14;FL;Customer 1193;MacBook Pro;Referred to Servicer;Michael
Case 1420;Call Outbound;20.3.10 14:44;20.3.10 14:46;FL;Customer 1193;MacBook Pro;Referred to Servicer;Michael
Case 1423;Call Outbound;28.3.10 13:41;28.3.10 13:41;FL;Customer 1195;iPhone;Referred to Servicer;Samuil
Case 1423;Call Outbound;28.3.10 16:42;28.3.10 17:08;FL;Customer 1195;iPhone;Referred to Servicer;Jochem
Case 1423;Call Outbound;2.4.10 14:08;2.4.10 14:10;FL;Customer 1195;iPhone;Referred to Servicer;Jochem
Case 1423;Call Outbound;3.4.10 13:21;3.4.10 13:23;FL;Customer 1195;iPhone;Referred to Servicer;Jochem
Case 1423;Call Outbound;3.4.10 15:07;3.4.10 15:11;FL;Customer 1195;iPhone;Referred to Servicer;Jochem
Case 1424;Call Outbound;7.3.10 15:10;7.3.10 15:11;FL;Customer 1196;iPhone;Product Assistance;Jochem
Case 1425;Call Outbound;11.4.10 11:41;11.4.10 11:48;FL;Customer 1197;iPhone;Product Assistance;Jochem
Case 1425;Call Outbound;11.4.10 13:16;11.4.10 13:29;FL;Customer 1197;iPhone;Product Assistance;Jochem
Case 1440;Call Outbound;3.4.10 16:11;3.4.10 16:31;FL;Customer 1210;MacBook Pro;Referred to Servicer;Clark
Case 1448;Call Outbound;2.4.10 12:02;2.4.10 12:09;FL;Customer 1218;MacBook Pro;Referred to Servicer;Richard
Case 1463;Call Outbound;14.3.10 10:32;14.3.10 10:33;FL;Customer 1229;iPhone;Product Assistance;Karen
Case 1464;Call Outbound;6.3.10 10:45;6.3.10 10:46;FL;Customer 1230;iPhone;Product Assistance;Anne
Case 1470;Call Outbound;19.3.10 9:53;19.3.10 9:53;FL;Customer 1236;MacBook Pro;Product Assistance;Steffi
Case 1470;Call Outbound;19.3.10 13:14;19.3.10 13:15;FL;Customer 1236;MacBook Pro;Product Assistance;Steffi
Case 1472;Call Outbound;20.3.10 12:26;20.3.10 12:28;FL;Customer 1237;iPhone;Product Assistance;Richard
Case 1472;Call Outbound;21.3.10 12:17;21.3.10 12:20;FL;Customer 1237;iPhone;Product Assistance;Richard
Case 1472;Call Outbound;22.3.10 11:47;22.3.10 11:50;FL;Customer 1237;iPhone;Product Assistance;Richard
Case 1472;Call Outbound;22.3.10 12:39;22.3.10 12:47;FL;Customer 1237;iPhone;Product Assistance;Richard
Case 1516;Call Outbound;14.3.10 8:12;14.3.10 8:13;FL;Customer 1272;iPhone;Product Assistance;Samuil
Case 1534;Call Outbound;21.3.10 11:16;21.3.10 11:25;FL;Customer 1284;iPhone;Referred to Servicer;Jochem
Case 1542;Call Outbound;25.3.10 14:36;25.3.10 14:37;FL;Customer 1291;iPhone;Referred to Servicer;Jochem
Case 1567;Call Outbound;11.3.10 13:01;11.3.10 13:02;FL;Customer 1311;iPhone;Product Assistance;Karen
Case 1567;Call Outbound;15.3.10 11:21;15.3.10 11:21;FL;Customer 1311;iPhone;Product Assistance;Karen
Case 1578;Call Outbound;8.4.10 13:04;8.4.10 13:05;FL;Customer 1321;MacBook Pro;Referred to Servicer;Karen
Case 1578;Call Outbound;11.4.10 10:49;11.4.10 10:55;FL;Customer 1321;MacBook Pro;Referred to Servicer;Karen
Case 1586;Call Outbound;21.3.10 14:19;21.3.10 14:25;FL;Customer 1328;iPhone;Product Assistance;Clark
Case 1595;Call Outbound;15.4.10 16:10;15.4.10 16:15;FL;Customer 1336;iPhone;Product Assistance;Karen
Case 1595;Call Outbound;16.4.10 14:06;16.4.10 14:08;FL;Customer 1336;iPhone;Product Assistance;Karen
Case 1627;Call Outbound;20.3.10 12:31;20.3.10 12:56;FL;Customer 1366;iPhone;Product Assistance;Samuil
Case 1633;Call Outbound;13.3.10 6:34;13.3.10 6:36;FL;Customer 1372;MacBook Pro;Product Assistance;Samuil
Case 1633;Call Outbound;13.3.10 6:36;13.3.10 6:36;FL;Customer 1372;MacBook Pro;Product Assistance;Samuil
Case 1633;Call Outbound;13.3.10 12:01;13.3.10 12:02;FL;Customer 1372;MacBook Pro;Product Assistance;Samuil
Case 1634;Call Outbound;28.3.10 14:55;28.3.10 15:03;FL;Customer 1373;MacBook Pro;Product Assistance;Jochem
Case 1634;Call Outbound;1.4.10 11:01;1.4.10 11:02;FL;Customer 1373;MacBook Pro;Product Assistance;Jochem
Case 1634;Call Outbound;1.4.10 11:18;1.4.10 11:58;FL;Customer 1373;MacBook Pro;Product Assistance;Jochem
Case 1646;Call Outbound;18.3.10 12:55;18.3.10 12:55;FL;Customer 1383;MacBook Pro;Product Assistance;Mary
Case 1658;Call Outbound;5.3.10 11:45;5.3.10 11:47;FL;Customer 1394;MacBook Pro;Product Assistance;Henk
Case 1658;Call Outbound;7.3.10 11:47;7.3.10 11:48;FL;Customer 1394;MacBook Pro;Product Assistance;Henk
Case 1658;Call Outbound;14.3.10 11:44;14.3.10 11:46;FL;Customer 1394;MacBook Pro;Product Assistance;Henk
Case 1661;Call Outbound;17.4.10 14:10;17.4.10 14:12;FL;Customer 1397;iPhone;Product Assistance;Barbara
Case 1683;Call Outbound;11.3.10 14:35;11.3.10 14:36;FL;Customer 1417;iPhone;Product Assistance;Mary
Case 1683;Call Outbound;11.3.10 14:36;11.3.10 14:36;FL;Customer 1417;iPhone;Product Assistance;Mary
Case 1684;Call Outbound;21.3.10 8:55;21.3.10 8:55;FL;Customer 1418;iPhone;Referred to Servicer;Samuil
Case 1690;Call Outbound;2.4.10 14:26;2.4.10 14:26;FL;Customer 1422;iPhone;Referred to Servicer;Jochem
Case 1693;Call Outbound;21.3.10 12:13;21.3.10 12:17;FL;Customer 1425;iPhone;Product Assistance;Richard
Case 1693;Call Outbound;22.3.10 11:30;22.3.10 11:41;FL;Customer 1425;iPhone;Product Assistance;Richard
Case 1706;Call Outbound;26.3.10 15:07;26.3.10 15:11;FL;Customer 1435;iPhone;Product Assistance;Karen
Case 1709;Call Outbound;9.4.10 11:39;9.4.10 11:42;FL;Customer 1438;iPhone;Product Assistance;Karen
Case 1713;Call Outbound;8.3.10 11:39;8.3.10 11:44;FL;Customer 1442;MacBook Pro;Referred to Servicer;Karen
Case 1729;Call Outbound;3.4.10 15:02;3.4.10 15:02;FL;Customer 1455;iPhone;Product Assistance;Monique
Case 1729;Call Outbound;3.4.10 15:24;3.4.10 15:25;FL;Customer 1455;iPhone;Product Assistance;Monique
Case 1740;Call Outbound;12.3.10 11:24;12.3.10 11:25;FL;Customer 1464;iPhone;Product Assistance;Samuil
Case 1740;Call Outbound;13.3.10 11:54;13.3.10 11:56;FL;Customer 1464;iPhone;Product Assistance;Samuil
Case 1775;Call Outbound;6.3.10 10:27;6.3.10 10:28;FL;Customer 1492;iPhone;Product Assistance;Jochem
Case 1775;Call Outbound;6.3.10 13:28;6.3.10 14:12;FL;Customer 1492;iPhone;Product Assistance;Jochem
Case 1775;Call Outbound;4.4.10 13:43;4.4.10 13:45;FL;Customer 1492;iPhone;Product Assistance;David
Case 1792;Call Outbound;7.3.10 11:25;7.3.10 11:44;FL;Customer 1505;iPhone;Referred to Servicer;Mary
Case 1809;Call Outbound;19.3.10 10:40;19.3.10 10:41;FL;Customer 1518;MacBook Pro;Referred to Servicer;Jochem
Case 1818;Call Outbound;13.3.10 14:22;13.3.10 14:23;FL;Customer 1486;iPhone;Product Assistance;Mary
Case 1826;Call Outbound;13.3.10 6:49;13.3.10 6:49;FL;Customer 1532;iPhone;Product Assistance;Samuil
Case 1828;Call Outbound;27.3.10 13:15;27.3.10 13:18;FL;Customer 1533;MacBook Pro;Product Assistance;Karen
Case 1828;Call Outbound;4.4.10 13:33;4.4.10 13:33;FL;Customer 1533;MacBook Pro;Product Assistance;David
Case 1828;Call Outbound;4.4.10 15:27;4.4.10 15:28;FL;Customer 1533;MacBook Pro;Product Assistance;David
Case 1830;Call Outbound;5.3.10 13:37;5.3.10 13:38;FL;Customer 1535;iPhone;Product Assistance;Samuil
Case 1834;Call Outbound;26.3.10 14:29;26.3.10 14:30;FL;Customer 1538;MacBook Pro;Product Assistance;Jochem
Case 1888;Call Outbound;26.3.10 12:51;26.3.10 13:11;FL;Customer 1586;iPhone;Product Assistance;Nancy
Case 1896;Call Outbound;7.3.10 16:15;7.3.10 16:20;FL;Customer 1594;iPhone;Product Assistance;Jochem
Case 1896;Call Outbound;11.3.10 11:57;11.3.10 11:58;FL;Customer 1594;iPhone;Product Assistance;Mary
Case 1896;Call Outbound;11.3.10 13:07;11.3.10 13:14;FL;Customer 1594;iPhone;Product Assistance;Mary
Case 1916;Call Outbound;19.3.10 14:34;19.3.10 14:36;FL;Customer 1613;iPhone;Referred to Servicer;Jochem
Case 1916;Call Outbound;19.3.10 16:14;19.3.10 16:44;FL;Customer 1613;iPhone;Referred to Servicer;Jochem
Case 1930;Call Outbound;5.3.10 11:21;5.3.10 11:22;FL;Customer 1624;MacBook Pro;Referred to Servicer;Erik
Case 1946;Call Outbound;8.3.10 11:06;8.3.10 11:08;FL;Customer 1638;iPhone;Referred to Servicer;Mary
Case 1946;Call Outbound;8.3.10 11:08;8.3.10 11:08;FL;Customer 1638;iPhone;Referred to Servicer;Mary
Case 1947;Call Outbound;28.3.10 15:16;28.3.10 15:29;FL;Customer 1639;MacBook Pro;Product Assistance;Jochem
Case 1947;Call Outbound;1.4.10 12:09;1.4.10 12:13;FL;Customer 1639;MacBook Pro;Product Assistance;Jochem
Case 1947;Call Outbound;18.4.10 14:32;18.4.10 14:34;FL;Customer 1639;MacBook Pro;Product Assistance;Karen
Case 1961;Call Outbound;20.3.10 10:05;20.3.10 10:09;FL;Customer 1648;iPhone;Product Assistance;Ton
Case 1961;Call Outbound;21.3.10 9:42;21.3.10 9:47;FL;Customer 1648;iPhone;Product Assistance;Ton
Case 1970;Call Outbound;12.3.10 14:14;12.3.10 14:16;FL;Customer 1652;MacBook Pro;Product Assistance;Steffi
Case 1982;Call Outbound;25.3.10 9:56;25.3.10 9:57;FL;Customer 1658;iPhone;Product Assistance;Samuil
Case 2011;Call Outbound;25.3.10 7:32;25.3.10 7:34;FL;Customer 1682;MacBook Pro;Referred to Servicer;Samuil
Case 2011;Call Outbound;25.3.10 7:36;25.3.10 7:36;FL;Customer 1682;MacBook Pro;Referred to Servicer;Samuil
Case 2011;Call Outbound;26.3.10 7:39;26.3.10 7:40;FL;Customer 1682;MacBook Pro;Referred to Servicer;Mariska
Case 2013;Call Outbound;7.3.10 13:55;7.3.10 13:56;FL;Customer 1684;iPhone;Product Assistance;Samuil
Case 2035;Call Outbound;27.3.10 14:12;27.3.10 14:13;FL;Customer 1703;iPhone;Product Assistance;Samuil
Case 2035;Call Outbound;28.3.10 14:46;28.3.10 14:54;FL;Customer 1703;iPhone;Product Assistance;Jochem
Case 2035;Call Outbound;28.3.10 16:35;28.3.10 16:42;FL;Customer 1703;iPhone;Product Assistance;Jochem
Case 2041;Call Outbound;29.3.10 9:40;29.3.10 9:48;FL;Customer 1708;iPhone;Referred to Servicer;Erik
Case 2041;Call Outbound;4.4.10 9:48;4.4.10 9:52;FL;Customer 1708;iPhone;Referred to Servicer;Erik
Case 2061;Call Outbound;12.3.10 10:14;12.3.10 10:18;FL;Customer 1726;MacBook Pro;Referred to Servicer;Erik
Case 2061;Call Outbound;12.3.10 10:19;12.3.10 10:19;FL;Customer 1726;MacBook Pro;Referred to Servicer;Erik
Case 2061;Call Outbound;12.3.10 10:20;12.3.10 10:20;FL;Customer 1726;MacBook Pro;Referred to Servicer;Erik
Case 2067;Call Outbound;19.3.10 12:46;19.3.10 12:47;FL;Customer 1732;iPhone;Product Assistance;Monique
Case 2067;Call Outbound;28.3.10 12:46;28.3.10 12:47;FL;Customer 1732;iPhone;Product Assistance;Monique
Case 2077;Call Outbound;27.3.10 9:50;27.3.10 9:53;FL;Customer 1741;iPhone;Referred to Servicer;Samuil
Case 2098;Call Outbound;19.3.10 12:48;19.3.10 12:48;FL;Customer 1759;iPhone;Product Assistance;Monique
Case 2098;Call Outbound;28.3.10 12:52;28.3.10 12:52;FL;Customer 1759;iPhone;Product Assistance;Monique
Case 2100;Call Outbound;27.3.10 12:38;27.3.10 12:39;FL;Customer 1761;iPhone;Product Assistance;Nancy
Case 2100;Call Outbound;28.3.10 14:04;28.3.10 14:05;FL;Customer 1761;iPhone;Product Assistance;Nancy
Case 2100;Call Outbound;29.3.10 14:38;29.3.10 14:39;FL;Customer 1761;iPhone;Product Assistance;Nancy
Case 2102;Call Outbound;19.3.10 14:07;19.3.10 14:09;FL;Customer 1763;iPhone;Product Assistance;Steffi
Case 2110;Call Outbound;13.3.10 13:29;13.3.10 13:31;FL;Customer 1771;iPhone;Product Assistance;Samuil
Case 2110;Call Outbound;22.4.10 14:02;22.4.10 14:05;FL;Customer 1771;iPhone;Product Assistance;Jochem
Case 2134;Call Outbound;15.3.10 12:26;15.3.10 12:26;FL;Customer 1792;iPhone;Product Assistance;Richard
Case 2137;Call Outbound;15.4.10 12:21;15.4.10 12:23;FL;Customer 1795;MacBook Pro;Product Assistance;Johan
Case 2161;Call Outbound;19.3.10 9:10;19.3.10 9:12;FL;Customer 1814;iPhone;Product Assistance;Henk
Case 2164;Call Outbound;8.4.10 14:26;8.4.10 14:29;FL;Customer 1817;iPhone;Referred to Servicer;Karen
Case 2164;Call Outbound;15.4.10 11:20;15.4.10 11:22;FL;Customer 1817;iPhone;Referred to Servicer;Karen
Case 2164;Call Outbound;16.4.10 10:52;16.4.10 10:56;FL;Customer 1817;iPhone;Referred to Servicer;Karen
Case 2164;Call Outbound;22.4.10 15:28;22.4.10 15:31;FL;Customer 1817;iPhone;Referred to Servicer;Karen
Case 2164;Call Outbound;23.4.10 12:53;23.4.10 12:56;FL;Customer 1817;iPhone;Referred to Servicer;Karen
Case 2167;Call Outbound;21.3.10 10:06;21.3.10 10:06;FL;Customer 1819;MacBook Pro;Product Assistance;Jochem
Case 2167;Call Outbound;21.3.10 10:11;21.3.10 10:15;FL;Customer 1819;MacBook Pro;Product Assistance;Jochem
Case 2179;Call Outbound;18.3.10 9:31;18.3.10 9:46;FL;Customer 1831;MacBook Pro;Product Assistance;Ton
Case 2195;Call Outbound;5.3.10 12:51;5.3.10 12:57;FL;Customer 1846;iPhone;Product Assistance;Richard
Case 2199;Call Outbound;15.3.10 8:34;15.3.10 8:34;FL;Customer 1849;iPhone;Referred to Servicer;Samuil
Case 2199;Call Outbound;15.3.10 12:50;15.3.10 12:52;FL;Customer 1849;iPhone;Referred to Servicer;Richard
Case 2201;Call Outbound;1.4.10 14:28;1.4.10 14:28;FL;Customer 1851;MacBook Pro;Product Assistance;Christian
Case 2221;Call Outbound;14.3.10 13:00;14.3.10 13:05;FL;Customer 1866;iPhone;Product Assistance;Richard
Case 2225;Call Outbound;20.3.10 10:37;20.3.10 10:38;FL;Customer 1869;MacBook Pro;Product Assistance;Samuil
Case 2237;Call Outbound;19.3.10 12:26;19.3.10 12:30;FL;Customer 1881;MacBook Pro;Product Assistance;Jochem
Case 2241;Call Outbound;6.3.10 12:37;6.3.10 12:37;FL;Customer 1885;iPhone;Referred to Servicer;Mary
Case 2243;Call Outbound;12.3.10 10:00;12.3.10 10:00;FL;Customer 1887;MacBook Pro;Product Assistance;Erik
Case 2243;Call Outbound;18.3.10 11:59;18.3.10 12:02;FL;Customer 1887;MacBook Pro;Product Assistance;Erik
Case 2243;Call Outbound;29.3.10 11:53;29.3.10 11:55;FL;Customer 1887;MacBook Pro;Product Assistance;Erik
Case 2258;Call Outbound;8.4.10 15:11;8.4.10 15:13;FL;Customer 1901;iPhone;Product Assistance;Karen
Case 2264;Call Outbound;25.3.10 14:56;25.3.10 15:01;FL;Customer 1905;iPhone;Referred to Servicer;Clark
Case 2287;Call Outbound;27.3.10 13:02;27.3.10 13:06;FL;Customer 1923;MacBook Pro;Product Assistance;Karen
Case 2309;Call Outbound;14.3.10 13:32;14.3.10 13:33;FL;Customer 1942;iPhone;Referred to Servicer;Anne
Case 2327;Call Outbound;25.3.10 12:08;25.3.10 12:09;FL;Customer 1954;iPhone;Product Assistance;Jochem
Case 2330;Call Outbound;18.3.10 13:17;18.3.10 13:18;FL;Customer 1957;iPhone;Product Assistance;Steffi
Case 2361;Call Outbound;11.3.10 11:57;11.3.10 11:57;FL;Customer 1982;iPhone;Product Assistance;Jochem
Case 2361;Call Outbound;11.3.10 12:01;11.3.10 12:02;FL;Customer 1982;iPhone;Product Assistance;Jochem
Case 2368;Call Outbound;6.3.10 15:05;6.3.10 15:07;FL;Customer 1988;iPhone;Referred to Servicer;Michael
Case 2368;Call Outbound;8.3.10 12:41;8.3.10 12:44;FL;Customer 1988;iPhone;Referred to Servicer;Michael
Case 2368;Call Outbound;21.3.10 14:43;21.3.10 14:46;FL;Customer 1988;iPhone;Referred to Servicer;Jochem
Case 2375;Call Outbound;14.3.10 11:52;14.3.10 11:54;FL;Customer 1995;iPhone;Product Assistance;Henk
Case 2375;Call Outbound;19.3.10 11:22;19.3.10 11:28;FL;Customer 1995;iPhone;Product Assistance;Henk
Case 2376;Call Outbound;18.3.10 12:14;18.3.10 12:14;FL;Customer 1996;iPhone;Product Assistance;Samuil
Case 2376;Call Outbound;18.3.10 12:16;18.3.10 12:16;FL;Customer 1996;iPhone;Product Assistance;Samuil
Case 2377;Call Outbound;8.3.10 10:51;8.3.10 10:52;FL;Customer 1997;iPhone;Product Assistance;Mary
Case 2393;Call Outbound;11.3.10 14:23;11.3.10 14:25;FL;Customer 2010;iPhone;Product Assistance;Wil
Case 2403;Call Outbound;8.3.10 8:17;8.3.10 8:22;FL;Customer 2018;MacBook Pro;Product Assistance;David
Case 2408;Call Outbound;1.4.10 9:52;1.4.10 10:12;FL;Customer 2022;iPhone;Referred to Servicer;Steffi
Case 2412;Call Outbound;5.3.10 16:31;5.3.10 16:31;FL;Customer 2026;iPhone;Product Assistance;Clark
Case 2412;Call Outbound;7.3.10 14:02;7.3.10 14:11;FL;Customer 2026;iPhone;Product Assistance;Clark
Case 2422;Call Outbound;15.3.10 11:37;15.3.10 11:40;FL;Customer 2034;iPhone;Product Assistance;Anne
Case 2428;Call Outbound;12.3.10 12:07;12.3.10 12:08;FL;Customer 2039;iPhone;Referred to Servicer;Samuil
Case 2428;Call Outbound;12.3.10 13:57;12.3.10 14:05;FL;Customer 2039;iPhone;Referred to Servicer;Samuil
Case 2428;Call Outbound;14.3.10 9:58;14.3.10 10:07;FL;Customer 2039;iPhone;Referred to Servicer;Samuil
Case 2438;Call Outbound;6.3.10 8:43;6.3.10 8:43;FL;Customer 2047;MacBook Pro;Product Assistance;Mary
Case 2442;Call Outbound;12.3.10 10:11;12.3.10 10:12;FL;Customer 2050;iPhone;Product Assistance;Samuil
Case 2442;Call Outbound;13.3.10 11:34;13.3.10 11:38;FL;Customer 2050;iPhone;Product Assistance;Samuil
Case 2455;Call Outbound;6.3.10 14:17;6.3.10 14:24;FL;Customer 2062;MacBook Pro;Product Assistance;Mary
Case 2483;Call Outbound;28.3.10 11:32;28.3.10 11:34;FL;Customer 2083;iPhone;Product Assistance;Michael
Case 2486;Call Outbound;1.4.10 14:18;1.4.10 14:19;FL;Customer 2086;iPhone;Product Assistance;Jochem
Case 2505;Call Outbound;26.3.10 10:33;26.3.10 10:34;FL;Customer 2103;iPhone;Product Assistance;Henk
Case 2516;Call Outbound;15.3.10 11:24;15.3.10 11:26;FL;Customer 2112;iPhone;Product Assistance;Richard
Case 2516;Call Outbound;15.3.10 11:42;15.3.10 11:42;FL;Customer 2112;iPhone;Product Assistance;Richard
Case 2533;Call Outbound;29.3.10 13:03;29.3.10 13:05;FL;Customer 2128;MacBook Pro;Referred to Servicer;Irena
Case 2533;Call Outbound;11.4.10 9:56;11.4.10 9:56;FL;Customer 2128;MacBook Pro;Referred to Servicer;David
Case 2533;Call Outbound;16.4.10 16:40;16.4.10 16:41;FL;Customer 2128;MacBook Pro;Referred to Servicer;Karen
Case 2544;Call Outbound;2.4.10 12:49;2.4.10 12:50;FL;Customer 2134;iPhone;Product Assistance;Mary
Case 2544;Call Outbound;2.4.10 12:54;2.4.10 12:54;FL;Customer 2134;iPhone;Product Assistance;Mary
Case 2559;Call Outbound;9.4.10 11:26;9.4.10 11:28;FL;Customer 2148;MacBook Pro;Referred to Servicer;Karen
Case 2562;Call Outbound;9.4.10 11:33;9.4.10 11:36;FL;Customer 2151;iPhone;Product Assistance;Karen
Case 2562;Call Outbound;15.4.10 12:53;15.4.10 12:55;FL;Customer 2151;iPhone;Product Assistance;Karen
Case 2562;Call Outbound;16.4.10 11:09;16.4.10 11:15;FL;Customer 2151;iPhone;Product Assistance;Karen
Case 2595;Call Outbound;6.3.10 12:37;6.3.10 12:37;FL;Customer 2175;iPhone;Referred to Servicer;Richard
Case 2595;Call Outbound;6.3.10 13:06;6.3.10 13:07;FL;Customer 2175;iPhone;Referred to Servicer;Richard
Case 2596;Call Outbound;18.3.10 16:00;18.3.10 16:02;FL;Customer 2176;iPhone;Product Assistance;Steffi
Case 2597;Call Outbound;25.3.10 9:09;25.3.10 9:26;FL;Customer 2177;iPhone;Product Assistance;Richard
Case 2600;Call Outbound;27.3.10 13:26;27.3.10 13:28;FL;Customer 2178;MacBook Pro;Product Assistance;Karen
Case 2600;Call Outbound;4.4.10 13:37;4.4.10 13:38;FL;Customer 2178;MacBook Pro;Product Assistance;David
Case 2606;Call Outbound;11.3.10 12:50;11.3.10 12:51;FL;Customer 2184;MacBook Pro;Product Assistance;Mary
Case 2608;Call Outbound;21.3.10 16:17;21.3.10 16:18;FL;Customer 2186;iPhone;Product Assistance;Steffi
Case 2612;Call Outbound;8.3.10 10:24;8.3.10 10:25;FL;Customer 2189;iPhone;Product Assistance;Mary
Case 2615;Call Outbound;27.3.10 12:39;27.3.10 12:42;FL;Customer 2192;iPhone;Product Assistance;Monique
Case 2615;Call Outbound;2.4.10 14:10;2.4.10 14:11;FL;Customer 2192;iPhone;Product Assistance;Monique
Case 2615;Call Outbound;3.4.10 14:32;3.4.10 14:35;FL;Customer 2192;iPhone;Product Assistance;Monique
Case 2615;Call Outbound;4.4.10 13:39;4.4.10 13:39;FL;Customer 2192;iPhone;Product Assistance;Monique
Case 2615;Call Outbound;5.4.10 17:32;5.4.10 17:43;FL;Customer 2192;iPhone;Product Assistance;Monique
Case 2615;Call Outbound;11.4.10 12:41;11.4.10 12:42;FL;Customer 2192;iPhone;Product Assistance;Monique
Case 2615;Call Outbound;18.4.10 13:36;18.4.10 13:38;FL;Customer 2192;iPhone;Product Assistance;Monique
Case 2615;Call Outbound;29.4.10 13:50;29.4.10 13:53;FL;Customer 2192;iPhone;Product Assistance;Monique
Case 2625;Call Outbound;25.3.10 13:30;25.3.10 13:37;FL;Customer 2202;iPhone;Product Assistance;Jochem
Case 2641;Call Outbound;13.3.10 7:15;13.3.10 7:21;FL;Customer 2216;iPhone;Referred to Servicer;Samuil
Case 2642;Call Outbound;16.4.10 13:22;16.4.10 13:28;FL;Customer 2217;MacBook Pro;Product Assistance;Karen
Case 2652;Call Outbound;19.3.10 11:03;19.3.10 11:08;FL;Customer 274;MacBook Pro;Product Assistance;Samuil
Case 2654;Call Outbound;9.4.10 10:20;9.4.10 10:22;FL;Customer 2227;iPhone;Product Assistance;Karen
Case 2654;Call Outbound;11.4.10 11:27;11.4.10 11:29;FL;Customer 2227;iPhone;Product Assistance;Karen
Case 2654;Call Outbound;22.4.10 15:57;22.4.10 15:59;FL;Customer 2227;iPhone;Product Assistance;Karen
Case 2655;Call Outbound;5.4.10 17:18;5.4.10 17:20;FL;Customer 2228;MacBook Pro;Product Assistance;Clark
Case 2655;Call Outbound;5.4.10 17:35;5.4.10 17:52;FL;Customer 2228;MacBook Pro;Product Assistance;Clark
Case 2655;Call Outbound;9.4.10 10:33;9.4.10 10:36;FL;Customer 2228;MacBook Pro;Product Assistance;Clark
Case 2664;Call Outbound;3.4.10 15:19;3.4.10 15:37;FL;Customer 2236;iPhone;Product Assistance;Steffi
Case 2668;Call Outbound;4.4.10 14:20;4.4.10 14:22;FL;Customer 2239;iPhone;Product Assistance;David
Case 2670;Call Outbound;29.3.10 11:58;29.3.10 12:00;FL;Customer 2241;MacBook Pro;Referred to Servicer;Erik
Case 2688;Call Outbound;9.4.10 11:28;9.4.10 11:33;FL;Customer 2254;MacBook Pro;Referred to Servicer;Karen
Case 2688;Call Outbound;11.4.10 12:40;11.4.10 12:41;FL;Customer 2254;MacBook Pro;Referred to Servicer;Karen
